property_id,property_type,country,city,street,building_number,square_footage,number_of_bedrooms,number_of_bathrooms,year_built
4267,Condo,Singapore,Georgeberg,Kevin Fork,23652,19596,10,10,2005
4268,Apartment,Niger,New Sarahville,Lisa Court,9780,4110,1,3,2022
4269,Apartment,Montenegro,Kaitlinside,Anderson Viaduct,9538,17472,8,6,2001
4270,Studio,Belarus,West Frankshire,Kaufman Alley,26850,14745,6,8,2022
4271,Duplex,Myanmar,Timothyshire,Diaz Way,4875,16819,1,2,2017
4272,Villa,Bosnia and Herzegovina,Yolandaborough,Jones Lodge,449,7068,3,3,2003
4273,House,United States Virgin Islands,Jennifermouth,Clinton Wall,854,1742,2,2,2002
4274,Studio,Poland,Donnamouth,Day Pike,769,16597,1,9,2010
4275,Cottage,South Georgia and the South Sandwich Islands,Mckinneyland,Stephanie Stravenue,10400,6463,10,1,2020
4276,Studio,Mayotte,South Brittany,Nguyen Forest,981,16018,6,4,2017
4277,Loft,Bolivia,Carpentertown,Deborah Corners,8477,17302,5,4,2023
4278,Cottage,Turkey,Blackwellside,Salazar Plaza,888,1194,6,3,2022
4279,Duplex,Uruguay,Lake Wesley,Melissa Hills,211,467,8,2,2007
4280,House,Dominican Republic,East Jean,James Loop,295,4993,6,10,2019
4281,Apartment,Burundi,Melissaside,Ashley Fort,748,17858,9,3,2013
4282,Penthouse,Suriname,Port Gina,Daniel Harbor,13502,9911,4,1,2000
4283,Loft,Faroe Islands,Frankborough,Pruitt Meadows,861,1093,10,2,2023
4284,Loft,Bhutan,Port Michellemouth,Brandon Lakes,3240,4654,9,9,2007
4285,Villa,Sao Tome and Principe,Johnton,Campbell Inlet,3206,8736,1,9,2011
4286,House,Korea,East Tinaland,Gary Alley,3150,13415,1,10,2015
4287,Duplex,Brazil,Port Andrew,Amber Pines,510,9412,1,6,2005
4288,Apartment,North Macedonia,Wrighthaven,Cooper Flat,7919,16585,2,4,2005
4289,Apartment,Belgium,Lake Paula,Sabrina Tunnel,602,12168,8,6,2015
4290,Cottage,Tokelau,West Katiebury,John Village,2358,7042,6,4,2021
4291,Villa,United Kingdom,Rickchester,Williams Vista,7901,19293,9,3,2019
4292,Duplex,Guinea-Bissau,Frankville,Teresa Light,859,17561,10,3,2000
4293,Cottage,Bulgaria,New Andreaberg,Ashley Spurs,767,10613,5,3,2007
4294,Apartment,Turkmenistan,West Michael,Miller Oval,486,6412,7,4,2001
4295,Studio,Chile,East Breannaton,Hunter Shore,8220,18142,2,8,2019
4296,Penthouse,Maldives,South Richardmouth,Perry Freeway,074,1611,3,9,2015
4297,Studio,Norway,West Christopher,Kayla Street,132,16890,4,10,2017
4298,Studio,Guam,East Cassandra,Russell Ville,649,8757,10,7,2016
4299,Penthouse,Saint Kitts and Nevis,Lake Michael,Torres Station,2306,3382,1,2,2016
4300,Duplex,Canada,Robertstad,Mitchell Plaza,82417,695,2,7,2007
4301,Penthouse,Cuba,Morenoton,Martinez Station,5164,714,2,10,2007
4302,Villa,Finland,Galvanport,Mark Common,3307,18637,9,5,2011
4303,House,Barbados,Halltown,Lee Rapid,3929,7667,8,7,2018
4304,Townhouse,Madagascar,Port John,Wilson Freeway,85143,19336,8,9,2002
4305,Villa,Korea,Schneiderfort,Karen Rapid,648,3949,8,7,2009
4306,Loft,Falkland Islands (Malvinas),East Michaelfurt,Jennifer Lake,896,4423,10,3,2008
4307,Loft,Brunei Darussalam,Michaelbury,Clark Ports,0970,13164,10,2,2005
4308,Cottage,Liechtenstein,Theresahaven,Victor Skyway,89508,14541,6,9,2002
4309,Townhouse,Saint Barthelemy,Lake Sharonbury,Andrew Stream,46882,11444,3,1,2002
4310,Townhouse,Falkland Islands (Malvinas),Cabreraview,Sandra Road,60446,16601,4,8,2008
4311,Penthouse,Cote d'Ivoire,Martinezborough,John Summit,9169,12028,6,2,2007
4312,House,Nepal,Lindsayfort,Harris Road,8248,3102,1,1,2010
4313,Loft,Anguilla,New Lisaberg,Mitchell Cliffs,47727,11759,4,5,2020
4314,Apartment,United States of America,Camachoside,Michael Turnpike,2262,18485,10,8,2019
4315,Penthouse,Syrian Arab Republic,West Mia,Holder Estates,0130,15788,7,4,2021
4316,Penthouse,Norway,New Donna,Blankenship Point,826,7586,10,2,2014
4317,Cottage,Mexico,Roychester,Morgan Drive,74760,823,3,6,2012
4318,Apartment,Christmas Island,East Lindaside,Samantha Streets,533,14135,4,6,2017
4319,Villa,Korea,East Stephaniebury,Joseph Trail,37613,5160,6,2,2008
4320,Loft,Fiji,North Lisamouth,Jacqueline Islands,862,9801,1,10,2020
4321,Loft,Syrian Arab Republic,South Mark,Albert Flats,41846,300,2,7,2023
4322,Loft,India,New Danielhaven,Amber Extension,6022,11827,7,4,2008
4323,Duplex,Antigua and Barbuda,Ericfort,Warner Trail,64001,11601,10,9,2014
4324,House,Palau,Jenniferview,Galloway Hills,474,17407,10,7,2017
4325,Cottage,Morocco,Angiefort,Jeffery Inlet,25626,2872,10,6,2022
4326,Villa,Georgia,South Robert,Adam Falls,5191,3333,4,7,2009
4327,Penthouse,Bahamas,Kennethmouth,Joyce Underpass,77299,18728,4,7,2018
4328,House,Liechtenstein,Savageshire,Berg Drive,184,18529,6,1,2021
4329,Penthouse,Belarus,Juliestad,Miller Track,4915,2985,6,3,2008
4330,Duplex,Central African Republic,South Jimmy,Erin Canyon,248,8763,9,2,2015
4331,Cottage,Dominican Republic,East Andrewbury,David Coves,211,17334,1,1,2014
4332,Apartment,Eritrea,Gonzalezchester,Miller Walk,66116,2393,8,9,2022
4333,House,Kenya,Ronaldmouth,Sims Causeway,3947,6293,7,1,2012
4334,House,Northern Mariana Islands,Lake Michelle,Kimberly Track,56332,16275,3,1,2018
4335,Duplex,Fiji,Williamston,Jenkins Heights,0285,13899,4,7,2022
4336,Penthouse,Croatia,East Ryanville,Cooper Burgs,88379,4340,7,8,2008
4337,House,Seychelles,South Tinaborough,Fox Mission,798,7610,8,6,2007
4338,Cottage,Saint Vincent and the Grenadines,Port Joseph,Cooper Light,411,6123,10,2,2014
4339,Loft,North Macedonia,Morrowmouth,Andrews Plains,127,1091,3,6,2022
4340,Townhouse,Barbados,South Kyleburgh,Rebecca Pine,25413,17393,7,7,2018
4341,Condo,Ecuador,Stuartmouth,Jacob Camp,895,10205,4,4,2020
4342,Villa,Morocco,New Katrinahaven,Castro Trace,47909,2694,2,9,2002
4343,Loft,Estonia,West Jonathan,Mueller Rest,622,5780,1,7,2006
4344,Condo,Morocco,Port Gregoryfurt,Adrienne Walks,0849,6366,3,4,2016
4345,Loft,Venezuela,Wardborough,Hahn Creek,22586,5999,9,5,2014
4346,Loft,Zimbabwe,Markstad,Hale Walk,197,5470,6,7,2010
4347,Villa,Cook Islands,Lake Bruce,Ruth Branch,47080,11176,3,3,2004
4348,Cottage,Trinidad and Tobago,West Kevin,Brandon Valley,67804,8465,5,1,2013
4349,Villa,Croatia,South Anthony,Nelson Flats,419,6118,9,8,2013
4350,Apartment,United Kingdom,Curtiston,Katie Creek,6290,1451,9,2,2018
4351,Studio,Martinique,North Stephanieport,Payne Crest,7078,3890,2,8,2002
4352,Villa,Netherlands Antilles,South Hannahshire,Mcfarland Station,225,16661,3,5,2008
4353,Apartment,Uzbekistan,Jonathanberg,Sparks Garden,87662,4964,6,10,2018
4354,Villa,Oman,Robinhaven,Kristen Well,436,6637,4,9,2019
4355,Duplex,Gambia,Autumnchester,Monique Forge,2129,14422,1,10,2019
4356,Apartment,Chile,Rosarioshire,Beltran Ranch,19779,15768,10,5,2008
4357,Condo,Brunei Darussalam,East Johnny,Toni Curve,6318,12628,7,5,2015
4358,Villa,Tonga,Amyburgh,Tammy Track,08800,7327,3,3,2022
4359,Villa,United Kingdom,Howellside,Jessica Circle,61422,11881,1,5,2012
4360,Villa,United Kingdom,Wigginsbury,Tara Camp,7548,1737,7,9,2007
4361,Villa,Cyprus,Bellberg,Hughes Estates,05728,7106,2,9,2004
4362,Penthouse,Mali,Sanchezview,Carter Island,23806,1852,6,7,2000
4363,Condo,Chad,North Jessicaview,Diaz Stravenue,4364,16838,9,6,2023
4364,Duplex,Ecuador,New Lisa,French Fields,23986,12615,5,3,2012
4365,Villa,Tanzania,Guzmanshire,Townsend Courts,351,10482,7,6,2006
4366,Cottage,Svalbard & Jan Mayen Islands,Lake Timothy,Heath Mountain,722,1893,4,7,2016
4367,Villa,Comoros,North Petermouth,Rojas Drive,3208,12359,5,6,2013
4368,Penthouse,Panama,South Donnatown,Carlos Prairie,241,11749,9,1,2017
4369,Loft,Jersey,New Jennifer,Kelly Inlet,7131,6640,1,7,2004
4370,Condo,Cape Verde,Sharonchester,Hudson Gardens,0781,13215,3,6,2003
4371,Villa,Pitcairn Islands,Richardland,Carol Expressway,664,15574,2,9,2023
4372,House,Cote d'Ivoire,North Patricia,Nichols Knolls,34458,5611,2,8,2019
4373,Studio,Guinea-Bissau,East Cynthia,Hughes Ridges,667,9259,8,7,2019
4374,Penthouse,Peru,Port Elizabeth,Laurie Path,370,10189,5,8,2020
4375,Condo,San Marino,New Donaldstad,Rogers Ville,789,5607,2,2,2019
4376,Townhouse,Marshall Islands,Garciatown,Baker Prairie,6009,19278,9,10,2016
4377,Townhouse,Northern Mariana Islands,West Tylerville,Derek Summit,675,16270,10,1,2008
4378,Apartment,Christmas Island,Potterhaven,Jacob Heights,037,15880,6,6,2000
4379,Apartment,Martinique,Beckerchester,Jackson Trace,581,13581,7,2,2004
4380,Loft,China,Eatonview,Victoria Creek,70952,6147,8,3,2003
4381,Loft,Bahamas,Ericfort,Cobb Parkway,7504,14867,6,9,2016
4382,House,Fiji,Port Sarah,Carpenter Mountain,4003,16737,8,9,2004
4383,Condo,Nicaragua,Pamhaven,Dennis Shores,15319,1043,3,9,2018
4384,Villa,Lithuania,New Tracichester,Renee Islands,9477,4280,7,9,2019
4385,Townhouse,Bhutan,Elizabethville,Warner Vista,793,838,5,9,2019
4386,Cottage,Canada,Brownbury,Amber Center,461,3943,1,5,2010
4387,House,Swaziland,New Phillipstad,Hansen Plaza,9457,3150,1,6,2013
4388,Duplex,Burundi,Toniborough,Ashley Centers,42040,7180,8,10,2009
4389,Loft,Solomon Islands,Blevinshaven,Brad Orchard,845,3517,8,9,2012
4390,Townhouse,Taiwan,Kaylaberg,Williams Stravenue,635,12989,1,4,2022
4391,Loft,Uzbekistan,West Andrew,Joyce Passage,485,13770,8,1,2015
4392,Cottage,Saint Lucia,Moorefurt,Day Trace,2152,5829,8,7,2014
4393,Penthouse,Saint Vincent and the Grenadines,New Brandonmouth,Curtis Crossroad,4023,19705,1,1,2014
4394,Townhouse,Yemen,Turnershire,Joy Causeway,71560,741,2,6,2010
4395,Duplex,Tunisia,Lake Jeanview,Lauren Mountains,942,6446,7,3,2016
4396,Cottage,Guinea,Smithfort,Johnson Hill,7183,6697,10,10,2006
4397,Duplex,United States Minor Outlying Islands,Santanastad,Garrett Circles,297,2922,4,9,2009
4398,Townhouse,Bulgaria,Michaelhaven,Smith Pike,8686,15766,5,9,2015
4399,Apartment,Honduras,North Norman,Ashley Grove,401,12323,10,7,2010
4400,Townhouse,Dominica,Jasonshire,Melissa Summit,3915,17679,7,7,2023
4401,Cottage,Mexico,Jonesside,Michelle Drives,974,14967,10,10,2002
4402,Studio,Canada,Port Kathytown,Ryan Extensions,844,793,3,10,2022
4403,Loft,Christmas Island,Lake Danielle,Gilmore Cape,27120,19843,3,6,2013
4404,Penthouse,Seychelles,Perezview,Andrade Radial,88418,14059,7,6,2004
4405,Apartment,Zimbabwe,West Stephanie,Bobby Cliffs,65040,866,5,1,2020
4406,Villa,Vietnam,Williamshaven,Simmons Fords,684,19746,1,8,2021
4407,Studio,Botswana,South Christine,Shane Highway,995,14432,4,5,2011
4408,Villa,Indonesia,Jonathanburgh,Stacey Center,9273,4346,4,1,2016
4409,Apartment,Bangladesh,Lake Ryanview,Hardin Passage,693,12542,3,3,2007
4410,Studio,Azerbaijan,Elizabethburgh,Murphy Trafficway,880,3739,9,6,2018
4411,Penthouse,Nicaragua,East Carlaland,Jennifer Cove,60696,18481,2,4,2005
4412,Penthouse,Denmark,East Marisashire,James Bypass,0179,19811,10,4,2015
4413,Cottage,Madagascar,Patrickborough,Cole Views,29558,12173,6,8,2014
4414,Apartment,Lao People's Democratic Republic,South Heatherhaven,Brenda Grove,702,18135,6,1,2011
4415,Studio,Saint Kitts and Nevis,Crossmouth,Brown Glen,500,18707,7,2,2001
4416,Duplex,Malaysia,South Jessicabury,Robert Lane,639,17790,8,3,2003
4417,Loft,Eritrea,Port Andrea,Lisa Hill,0524,12517,3,10,2020
4418,Townhouse,Uganda,Jacksonshire,Amanda Spring,310,18617,8,3,2020
4419,Villa,Antigua and Barbuda,Coreyton,Lopez Extensions,27228,7686,8,8,2008
4420,Villa,Angola,North Heather,Warner Plaza,26468,9027,2,7,2019
4421,Loft,Saint Martin,Castillohaven,Jones Isle,17275,1307,1,4,2002
4422,Villa,Liberia,New Nathanborough,Robles Greens,9391,6740,7,7,2006
4423,Loft,Bosnia and Herzegovina,Armstrongport,Gonzales Club,881,18441,10,4,2013
4424,Villa,Central African Republic,Ronniefurt,Kayla Forges,94062,3526,2,10,2016
4425,Cottage,Lithuania,Savannahtown,Tyrone Burgs,57552,14328,2,8,2017
4426,Cottage,Kiribati,Webbstad,Lynch Underpass,978,14964,4,1,2022
4427,Townhouse,United States Virgin Islands,South Stephanieberg,Ortiz Throughway,75707,15312,4,8,2010
4428,Penthouse,Bolivia,Bakerside,Graham Isle,05733,6319,7,1,2001
4429,Studio,Saint Helena,East Chrishaven,Rodriguez Stravenue,9996,452,1,4,2002
4430,Townhouse,Wallis and Futuna,Port Maria,Ashley Divide,658,15813,9,7,2000
4431,Cottage,Botswana,Terrihaven,Cooper Ways,201,17565,10,5,2010
4432,Cottage,Bhutan,Ryanhaven,Knight Neck,41444,1816,2,9,2015
4433,Duplex,Taiwan,Port Lauramouth,David Loaf,83212,11292,5,2,2017
4434,Duplex,Cocos (Keeling) Islands,South Samueltown,Lowery Crest,09077,12615,6,5,2023
4435,Townhouse,Mali,Ryanchester,Scott Fields,73516,5639,5,6,2014
4436,Condo,Australia,South Jonathanfurt,Sean Shoals,3287,6662,10,9,2006
4437,Townhouse,Wallis and Futuna,Michaelstad,Stewart Stream,16026,5885,5,9,2015
4438,Loft,Finland,Gonzaleztown,Jeffrey Fields,2826,14733,2,4,2003
4439,Studio,Equatorial Guinea,New Calvin,Smith Stream,8390,13190,9,5,2009
4440,Duplex,Micronesia,North Brandimouth,Brown Ferry,7328,10071,9,6,2016
4441,Loft,Cuba,New Rebecca,Williams River,44049,16189,9,5,2007
4442,Apartment,Cocos (Keeling) Islands,Hicksfurt,Hall Vista,755,3981,6,3,2012
4443,Cottage,United States of America,Port Davidville,Williams Lodge,482,13364,7,6,2001
4444,Condo,Croatia,Amandaside,Angela Trafficway,40110,12851,1,6,2002
4445,Penthouse,Aruba,North Kristin,Mooney Ramp,9861,1365,3,2,2000
4446,House,Senegal,Spencerburgh,Heather Junctions,61796,18247,10,7,2003
4447,Duplex,Antarctica (the territory South of 60 deg S),Lake Tinaport,Cain Port,9780,9287,6,10,2013
4448,Duplex,Ukraine,Millerbury,Jeremiah Parks,835,15124,9,1,2017
4449,House,Moldova,Port Tracyberg,White Common,47215,4494,6,8,2010
4450,Loft,Dominica,Port Tonyview,Paul Station,38147,5208,1,8,2007
4451,Apartment,Montserrat,South Joshuaville,Michael View,257,1335,5,3,2016
4452,Townhouse,Slovakia (Slovak Republic),South Antonio,Morrow Extensions,2499,1930,3,1,2009
4453,Studio,United Kingdom,Lake Andrew,Lawson Trail,153,15018,7,4,2007
4454,Cottage,Tokelau,Jameschester,Villarreal Lights,0006,6885,3,9,2012
4455,Loft,United Kingdom,Lake Karenport,David Island,26218,19095,6,4,2013
4456,House,Panama,Johnmouth,Norman Ports,042,15548,3,7,2018
4457,Villa,Saudi Arabia,Port Scottfurt,Smith Stream,87237,13837,5,4,2000
4458,Townhouse,Vietnam,South Robert,Brown Shores,7627,15988,7,6,2020
4459,Villa,Korea,South Christinabury,Kevin Pike,6665,11348,4,6,2004
4460,Penthouse,Korea,New Dana,Andrews Branch,29775,4912,3,6,2005
4461,Cottage,Gambia,Elizabethburgh,Sabrina Forks,6564,8334,4,10,2007
4462,Penthouse,Iran,Johnsborough,Patricia Village,802,9093,7,5,2004
4463,Cottage,Italy,South Debbieland,Hartman Freeway,11281,6563,10,9,2016
4464,Studio,Morocco,North Joanna,Wright Station,233,1999,10,7,2011
4465,Apartment,Bouvet Island (Bouvetoya),East Markchester,Larson Lake,0854,18866,10,3,2000
4466,Townhouse,Germany,East Megan,Taylor Estates,385,12998,6,5,2012
4467,House,Jordan,Jasonville,Marshall Bridge,07380,383,4,2,2001
4468,House,Saint Helena,Ianbury,Shelby Walks,873,8240,3,1,2023
4469,Studio,Saint Martin,North Melissahaven,Decker Summit,416,18647,10,5,2020
4470,Cottage,Jordan,Port Steven,Lowe Canyon,74718,8853,2,4,2011
4471,Villa,Indonesia,West Christopher,Wiley Islands,1483,11122,2,5,2000
4472,Penthouse,Argentina,Ericaville,Martha Walk,082,8110,8,4,2020
4473,Studio,Bahrain,East Jason,Smith Haven,6687,18864,8,4,2005
4474,House,Korea,Bryantmouth,Michelle Inlet,16579,11116,1,6,2012
4475,Studio,Ukraine,Lake Kathymouth,Melinda Estate,723,7991,6,1,2003
4476,Penthouse,Greenland,West Kristaview,Robert Highway,39983,7585,2,8,2006
4477,Studio,Georgia,Lake Brianside,Nicholas Ports,41823,18779,6,8,2008
4478,Duplex,Cape Verde,Port Bradstad,Kaitlin Grove,797,15824,8,10,2020
4479,Villa,Cameroon,New Jasminefurt,Baker Park,3640,2119,2,5,2008
4480,House,Malawi,East Kristaburgh,King Field,05857,2411,6,10,2006
4481,Duplex,Eritrea,Lake Cassandraburgh,Kelly Prairie,746,8606,7,8,2011
4482,Duplex,French Polynesia,Ochoaburgh,Ross Point,08486,12172,4,4,2022
4483,Condo,Philippines,Byrdberg,Jessica Loaf,23064,15653,4,9,2001
4484,House,Niger,Anaville,Reynolds Court,9067,9122,5,7,2003
4485,Apartment,India,South Kevinborough,Mary Vista,157,12350,2,4,2013
4486,Townhouse,Venezuela,Ryanborough,Fred Valleys,78419,18885,9,6,2021
4487,House,Peru,Port Carlatown,Brown Heights,19673,5727,9,10,2006
4488,Cottage,Malaysia,North Karen,Villanueva Forest,87029,18474,1,10,2007
4489,Townhouse,Hungary,North Tylerfurt,Seth Neck,964,14125,1,8,2020
4490,Studio,Guinea,New Jennifer,James Viaduct,881,12891,6,8,2021
4491,Apartment,Aruba,North Joe,Adrian Way,9605,9498,6,10,2012
4492,Loft,Cayman Islands,Davidfort,Martin Pine,77161,11803,7,8,2013
4493,Penthouse,French Guiana,West Brittanyport,Jason Squares,4028,16692,3,5,2017
4494,Apartment,Afghanistan,New Josephtown,Daniel Club,8821,1476,10,5,2010
4495,Apartment,Romania,Carterberg,Jacobs Run,340,14489,7,4,2017
4496,Condo,Somalia,East Robertburgh,Courtney Mountains,61321,5902,2,7,2008
4497,Duplex,Saint Vincent and the Grenadines,Meganhaven,Alexander Forest,1897,6024,2,4,2010
4498,Loft,Cape Verde,North Rachelside,Chris Station,935,14738,2,10,2021
4499,House,South Africa,Port Meghanhaven,Patricia Walk,9809,13194,10,3,2002
4500,Duplex,Gabon,South Amandastad,Nathaniel Pike,95509,19179,6,7,2015
4501,Duplex,Ukraine,Lake Jasonbury,Billy Extension,34735,12212,6,3,2015
4502,Duplex,Malaysia,West Emilyview,Gonzalez Motorway,09043,12216,3,5,2004
4503,Condo,Australia,Ellisstad,Medina Groves,718,11936,7,1,2020
4504,Villa,Croatia,Melendezfurt,Sanchez Centers,07895,407,10,9,2022
4505,Townhouse,Tokelau,Youngchester,Hayden Orchard,6817,14167,6,9,2009
4506,Loft,Bermuda,Saundersstad,Martin Loaf,7566,4425,10,9,2021
4507,Condo,Saudi Arabia,Christopherville,Catherine Trace,0818,18838,8,5,2001
4508,Villa,Saint Kitts and Nevis,Changport,Whitney Rue,04640,16836,6,10,2008
4509,Apartment,United Kingdom,Lake Jaredville,Kevin Island,9974,13641,9,1,2007
4510,Loft,Lebanon,Michaelfurt,Hill Centers,686,6842,2,7,2005
4511,Condo,Portugal,Perryview,Kaitlyn Camp,2573,1148,9,7,2008
4512,House,Antigua and Barbuda,Lisashire,Rodriguez Hollow,5226,9909,3,4,2005
4513,Townhouse,Liechtenstein,Petersonview,Peterson Throughway,98961,15012,1,1,2006
4514,Loft,Somalia,Rachelstad,Sophia Landing,92083,12656,4,6,2006
4515,Duplex,South Africa,East Ann,Elizabeth Valleys,120,1189,2,9,2009
4516,Condo,Cyprus,Port Melinda,Michael Island,318,12933,6,3,2002
4517,House,Saint Barthelemy,Joshuatown,Roach Ports,6913,1976,5,4,2002
4518,Studio,Lithuania,Burgessville,Wyatt Spurs,9912,15669,6,5,2017
4519,Apartment,Thailand,Port Todd,Melissa Curve,146,19667,3,7,2019
4520,Loft,Sudan,Brownland,Kristin Tunnel,727,19036,8,6,2002
4521,Apartment,Serbia,Christopherland,Williams Ramp,5085,365,5,2,2001
4522,Apartment,Mozambique,Kellybury,Christopher Alley,0697,6055,3,10,2018
4523,Apartment,Brunei Darussalam,Velazquezborough,White Plaza,4862,8721,7,2,2020
4524,Townhouse,Ethiopia,East Micheleberg,Hall Ferry,921,5379,3,7,2016
4525,Duplex,France,East Danielmouth,Hawkins Grove,47968,7558,3,9,2001
4526,Duplex,Slovakia (Slovak Republic),Port Larry,Marquez Dale,3302,14080,8,10,2005
4527,Duplex,Sri Lanka,East Amymouth,Ballard Hill,1909,15888,10,4,2003
4528,Studio,Guinea,Patrickfurt,Jacob Falls,59590,6625,2,4,2020
4529,Penthouse,Andorra,East Jackieland,Brandon Drive,998,8878,6,9,2004
4530,Condo,Indonesia,East Julia,Willie Highway,5666,3177,2,8,2008
4531,Townhouse,Ecuador,Gallagherport,Thomas Terrace,88669,2347,8,4,2010
4532,Duplex,Iceland,Jefferyview,Moore Field,1877,10639,9,10,2020
4533,Penthouse,Guinea,Stephaniemouth,Joshua Prairie,81038,14782,10,5,2014
4534,Loft,Gibraltar,Mooreport,Adam Street,73790,10503,5,10,2007
4535,Loft,India,New Tammy,Leach Summit,331,16796,2,9,2022
4536,Penthouse,Afghanistan,Paulton,Mcbride Glen,091,2024,3,2,2016
4537,Townhouse,Somalia,Lake Christina,Miller Lakes,6843,5800,7,4,2000
4538,Townhouse,Jamaica,West Danielfurt,Carla Key,195,13846,3,3,2010
4539,Townhouse,Cameroon,West Beth,Harris Row,682,7324,2,9,2022
4540,Apartment,Luxembourg,New William,Jones Fork,399,12444,5,3,2007
4541,Apartment,Croatia,Port Michael,Lori Cliffs,7723,9460,8,9,2004
4542,Studio,Poland,North Billfort,Beasley Corner,8734,1882,1,9,2010
4543,Penthouse,United Kingdom,Charlottehaven,Mays Brook,46594,14854,4,2,2009
4544,Villa,Korea,East Samanthaton,Whitney Coves,6506,16659,2,3,2008
4545,Condo,Paraguay,Billychester,Reginald Shore,199,501,2,2,2001
4546,House,Bosnia and Herzegovina,Wallaceburgh,Santos Spur,47536,12723,2,2,2007
4547,Loft,Andorra,South Hannahshire,Bailey Crest,07937,12505,6,10,2009
4548,Condo,Iraq,Marshallbury,Daniel Ports,1245,7147,5,5,2023
4549,Villa,Jamaica,North Brian,Harris Pass,99167,2272,6,1,2023
4550,Apartment,Congo,Peterport,Jeremy Locks,9154,14480,9,6,2011
4551,Duplex,Syrian Arab Republic,New Luisside,Brent Street,27882,5913,5,2,2003
4552,Villa,Turkey,Michelleville,Ward Extension,4300,2050,7,8,2023
4553,Studio,Congo,Stevenport,Ashley Rue,301,10674,10,10,2022
4554,Cottage,Haiti,North Christineberg,Robert Village,5575,8581,8,4,2015
4555,Townhouse,Liechtenstein,Smithshire,Austin Groves,019,2828,1,2,2022
4556,Studio,Gibraltar,Mayomouth,Alvarez Court,327,4556,4,2,2014
4557,Townhouse,Netherlands,Danielchester,Hernandez Stream,868,18797,7,5,2023
4558,Villa,Zambia,Allenport,Amber Trail,8519,4068,6,6,2015
4559,Apartment,India,North Jeffrey,Hardy Village,19630,647,2,5,2007
4560,Cottage,Rwanda,North Gregory,Fox Plaza,95151,12815,9,9,2012
4561,Cottage,Poland,Stevenville,Gomez Estate,1132,8042,7,9,2017
4562,Condo,Uganda,Matthewton,Ashley Glen,45302,9170,2,1,2020
4563,Cottage,Mali,Matthewton,Cassandra Highway,4744,18316,3,3,2021
4564,Villa,Antigua and Barbuda,Garciaberg,Jennifer Mill,57101,12304,7,5,2019
4565,Cottage,Swaziland,Thomasport,Andrew Grove,9935,3931,1,10,2020
4566,House,Kiribati,Sherriside,Cameron Flats,7090,9019,7,4,2021
4567,Penthouse,El Salvador,Thomashaven,Hayes Points,7905,11307,6,9,2003
4568,Condo,Dominican Republic,Port Andrea,Smith Crossroad,88243,3022,3,8,2015
4569,Townhouse,Cambodia,West Evanshire,Franklin Causeway,63191,12426,8,1,2016
4570,House,Finland,Langshire,Fisher Trail,25606,1726,9,8,2006
4571,Penthouse,Cambodia,East Elizabeth,Cole Crossroad,560,3104,5,8,2007
4572,Penthouse,Antigua and Barbuda,Michaelburgh,Gloria Tunnel,53219,5692,2,4,2001
4573,Penthouse,Uzbekistan,Velezshire,Duncan River,49169,12694,8,1,2003
4574,Loft,Tuvalu,South Kimbury,Joseph Locks,683,15375,8,7,2017
4575,Cottage,United States of America,Aaronview,Gina Road,407,17244,1,4,2023
4576,House,Estonia,Stevestad,Dustin Mount,308,3785,2,5,2002
4577,Condo,Saint Lucia,Woodsmouth,Neal Course,3488,13069,2,3,2018
4578,Condo,Guam,South Donaldside,Angela Road,3493,4301,1,8,2000
4579,Villa,Antigua and Barbuda,North Colin,Mark Orchard,1145,9312,3,2,2006
4580,Penthouse,Belize,Russellshire,Shaw Camp,1692,17561,4,4,2000
4581,Loft,Pitcairn Islands,Port Jesseberg,Wilson Mall,4914,7680,3,5,2022
4582,Townhouse,Tajikistan,West Randallburgh,Rebecca Drive,93257,2313,2,9,2020
4583,Townhouse,Ukraine,North Blake,Garcia Green,7268,16787,8,5,2019
4584,Villa,Uzbekistan,Terrimouth,Lee Inlet,993,16838,2,5,2004
4585,Studio,United Arab Emirates,Jasminehaven,Solis Fords,05402,1673,7,2,2015
4586,Cottage,Benin,East Michael,Matthew Mountain,5073,2604,2,5,2021
4587,Apartment,Cyprus,Schwartzfurt,Eric Gardens,30296,13537,5,10,2008
4588,Studio,Malawi,Port William,Terry Gateway,10976,10871,1,6,2009
4589,Villa,Paraguay,Lake Ericaton,Smith Ville,4641,5304,8,2,2015
4590,Condo,Chad,North Ashley,Matthew Lane,524,15439,9,2,2021
4591,Townhouse,Palau,Port Lori,Morgan Divide,0238,15858,1,10,2003
4592,Cottage,Tunisia,Tuckerchester,Amy Lakes,27737,6895,6,4,2004
4593,Townhouse,Fiji,East Johnathan,Allison Heights,6673,1073,10,9,2000
4594,Villa,Bouvet Island (Bouvetoya),Ingramburgh,Tracy Ports,576,10349,7,1,2001
4595,Studio,Cyprus,Amandafort,Diane Garden,951,5381,9,6,2020
4596,Studio,Nepal,Kyleton,David Greens,067,16913,8,6,2000
4597,Studio,Germany,West Kevin,Stephanie Parks,343,17614,3,6,2018
4598,House,North Macedonia,Lake John,Randall Loaf,37938,15693,2,10,2000
4599,Duplex,Ethiopia,Joseport,Angela Lane,65036,19160,2,9,2001
4600,Penthouse,Poland,Stephaniechester,Thomas Plaza,1197,2703,9,7,2017
4601,Townhouse,Venezuela,East Joseph,Williams Well,3139,3181,7,4,2023
4602,House,Tuvalu,New John,Jordan Inlet,40876,10529,3,9,2003
